h,impulse,response,mean,median,lower,upper,model,version,irf
23,Main,interest,0.0325275542602636,0.0323674488089954,0.00741838652753329,0.0568727265385482,classical_fd,Current,0.0352996575741353
23,Main,investment,0.193866318920239,0.180729827800408,-0.233744719503297,0.656654329974779,classical_fd,Current,0.125461655307647
23,Main,labor_share,0.070047787475628,0.0710652076292578,-0.00758140167460959,0.147617098054323,classical_fd,Current,0.0647597004224033
23,Main,output,0.0445869356683226,0.0509955514659304,-0.186980314668143,0.28400734790158,classical_fd,Current,0.00576617295556159
23,Main,productivity,-0.033556309000191,-0.0400795265123809,-0.180804885633628,0.109036513215031,classical_fd,Current,-0.0605098942740281
23,Main,unemployment,-0.00416026933904533,-0.00455622956207897,-0.0593567538440779,0.0511548724019454,classical_fd,Current,0.0178418998799568
24,Main,TFP,0.0635717904790723,0.062497014019473,-0.0921071205469539,0.212883702742224,classical_fd,Current,0.0533808439480411
24,Main,consumption,0.0175013314851946,0.0212959740521047,-0.168472764019405,0.20326191608879,classical_fd,Current,-0.0211635614650348
24,Main,hours_worked,0.0508387000755896,0.0506744428055444,-0.0688638291257075,0.171433914589586,classical_fd,Current,0.0412585321772259
24,Main,inflation,0.0150599593967478,0.0140208113641846,0.000480483389897878,0.0300305011165213,classical_fd,Current,0.0165930939571955
24,Main,interest,0.0303598363723896,0.0304880421852223,0.00542604695338924,0.0538334574353268,classical_fd,Current,0.0328714742216856
24,Main,investment,0.139406874368814,0.125000015638346,-0.285216242139862,0.598868964682456,classical_fd,Current,0.0732960970086088
24,Main,labor_share,0.0675020966011548,0.0679683485658687,-0.00616931028189515,0.140885623439733,classical_fd,Current,0.0617132561220132
24,Main,output,0.031522429230198,0.0401388054086655,-0.205105948600059,0.276531075157404,classical_fd,Current,-0.00773574434246525
24,Main,productivity,-0.0329011869847116,-0.0385650771333573,-0.180807649045805,0.109366216334862,classical_fd,Current,-0.0612032588866843
24,Main,unemployment,0.00571706690855065,0.0050358059654527,-0.0478630179947385,0.0604083120828048,classical_fd,Current,0.0274478344010324
25,Main,TFP,0.0616181032832558,0.060444096580671,-0.0971736546078058,0.211163188693726,classical_fd,Current,0.0500499104726198
25,Main,consumption,0.012639497844213,0.0156168269992147,-0.175687315638306,0.202911011251537,classical_fd,Current,-0.0265821034888357
25,Main,hours_worked,0.0381731270518801,0.0383884367786648,-0.0818533232088205,0.159724828034011,classical_fd,Current,0.0298988951009306
25,Main,inflation,0.0133350833224042,0.0119387923190274,-0.000982005382303734,0.0275182056369038,classical_fd,Current,0.0147184357225054
25,Main,interest,0.0280506145796216,0.0277965232412694,0.00396147089359234,0.051092122261338,classical_fd,Current,0.0303606785066879
25,Main,investment,0.0946591353634986,0.0877631807740119,-0.339639472097408,0.538103638011187,classical_fd,Current,0.0321508914311421
25,Main,labor_share,0.0635289615444761,0.0639896774825663,-0.00860294233273182,0.133144961728383,classical_fd,Current,0.0573430475541374
25,Main,output,0.020561020339612,0.0293054496296844,-0.225307718846755,0.265732626194718,classical_fd,Current,-0.0187270570351197
25,Main,productivity,-0.0312388972901421,-0.0382249395624276,-0.179161430071887,0.115267678451396,classical_fd,Current,-0.060933600821111
25,Main,unemployment,0.0144160584674164,0.013513639254171,-0.0374240634397447,0.0678019986349833,classical_fd,Current,0.035586755063292
26,Main,TFP,0.0593146752549452,0.0569344673450279,-0.100338783123838,0.210009147927879,classical_fd,Current,0.0463213114205529
26,Main,consumption,0.00866790058566942,0.0127628980165258,-0.186247781789499,0.204316495933116,classical_fd,Current,-0.030871393793574
26,Main,hours_worked,0.0277350960281817,0.0279528048274648,-0.0944355507073862,0.150429547562035,classical_fd,Current,0.0211309233763232
26,Main,inflation,0.0117330630366429,0.0103145575297476,-0.00222808322806529,0.025522185949663,classical_fd,Current,0.0129954436249957
26,Main,interest,0.0257010614115488,0.0250423950689438,0.00226182578171827,0.0476397833987282,classical_fd,Current,0.0278715408234297
26,Main,investment,0.0592650120336504,0.0596860586894275,-0.373879549922585,0.511636751697962,classical_fd,Current,0.00131352474856867
26,Main,labor_share,0.0585214188464024,0.0592698112622014,-0.0114019898402447,0.127622955842631,classical_fd,Current,0.0520875246794434
26,Main,output,0.011705754096483,0.0166124542271455,-0.23815289195529,0.257854741181575,classical_fd,Current,-0.0272765155525554
26,Main,productivity,-0.0288976350593614,-0.0355579499607697,-0.177848390902263,0.119046896301556,classical_fd,Current,-0.0600618536584744
26,Main,unemployment,0.0218360697001512,0.021536254164464,-0.0284207182231991,0.0741669206713287,classical_fd,Current,0.0421936217147175
27,Main,TFP,0.0566979233218809,0.0516145634832424,-0.103143131076985,0.208057174750133,classical_fd,Current,0.0422483142341977
27,Main,consumption,0.00559630342804776,0.00847538289116705,-0.195192138076781,0.204704790918567,classical_fd,Current,-0.0340550073344042
27,Main,hours_worked,0.0195219077453065,0.019545456475555,-0.103338632584021,0.145402739553988,classical_fd,Current,0.0148652378922771
27,Main,inflation,0.0102741843109022,0.00894493992342268,-0.00329718177760264,0.0241110123786654,classical_fd,Current,0.0114402216382428
27,Main,interest,0.0233934893000419,0.0225537865222919,0.00042858481195761,0.0451686765078493,classical_fd,Current,0.0254852059418128
27,Main,investment,0.0325920853096965,0.0418762965979664,-0.407107196302452,0.485445603935167,classical_fd,Current,-0.0202091244782993
27,Main,labor_share,0.0528392445778668,0.0523905847456569,-0.0151519563958225,0.119757281063863,classical_fd,Current,0.0463395921158981
27,Main,output,0.00487985192901895,0.0083093518714555,-0.248083156384449,0.254768480354904,classical_fd,Current,-0.0335407882762782
27,Main,productivity,-0.0261670386882081,-0.0319731756469843,-0.178334973842765,0.125127509087999,classical_fd,Current,-0.0588985141462419
27,Main,unemployment,0.0279431201857179,0.0274306480162102,-0.0209775781315637,0.076793766985171,classical_fd,Current,0.0472788197519823
28,Main,TFP,0.0538140174298589,0.0473087108136868,-0.106538924184953,0.20715302961623,classical_fd,Current,0.0378955493336006
28,Main,consumption,0.00339719505284102,0.00745290283865421,-0.20561950397315,0.207367337093949,classical_fd,Current,-0.0361976678984662
28,Main,hours_worked,0.0134478418117765,0.0152328875287264,-0.111134270109607,0.140054085901695,classical_fd,Current,0.0109240419932591
28,Main,inflation,0.00896971165325772,0.00748720340953148,-0.00396791064161041,0.0223659100180181,classical_fd,Current,0.0100588269896874
28,Main,interest,0.0211921446296351,0.0198913099453798,-0.00168770061323621,0.0430016207344253,classical_fd,Current,0.0232611340995773
28,Main,investment,0.0138146805780299,0.0216176579576768,-0.427647060755279,0.477586915529254,classical_fd,Current,-0.0335901965667282
28,Main,labor_share,0.0468011402605756,0.047074852015218,-0.0184379143817433,0.112366234202251,classical_fd,Current,0.0404382921578291
28,Main,output,-5.36786839340109e-05,0.00628811498139793,-0.263660146884446,0.25770642848848,classical_fd,Current,-0.0377394575668845
28,Main,productivity,-0.023294295656139,-0.0300704176666989,-0.18132697947719,0.132717397157199,classical_fd,Current,-0.0576998548508305
28,Main,unemployment,0.0327576974720226,0.0313353548469796,-0.0138570159942186,0.0794883438899709,classical_fd,Current,0.0509125291301383
29,Main,TFP,0.0507150038762193,0.0438599877491258,-0.109446369322037,0.204035183916695,classical_fd,Current,0.0333338548915899
29,Main,consumption,0.00201461908377212,0.00453088593573671,-0.209448974665669,0.209431285360934,classical_fd,Current,-0.0373940101398596
29,Main,hours_worked,0.00936437984088755,0.0131174675527447,-0.117763930743347,0.139463892227729,classical_fd,Current,0.00906671140138761
29,Main,inflation,0.0078232912891458,0.00652086975002483,-0.0048324947262392,0.0209465030886468,classical_fd,Current,0.00884912588285365
29,Main,interest,0.0191445231777588,0.0179076108243806,-0.00309997620651643,0.0413023041025293,classical_fd,Current,0.0212391592790648
29,Main,investment,0.00198525849095861,0.0145294303066232,-0.44320694115581,0.477164047083152,classical_fd,Current,-0.040095496505627
29,Main,labor_share,0.0406802726920686,0.039973447597511,-0.021444799398134,0.104449019426473,classical_fd,Current,0.0346646407307493
29,Main,output,-0.0032742585731586,0.0033037649017687,-0.275927942332972,0.260548002524817,classical_fd,Current,-0.0401325186453553
29,Main,productivity,-0.0204828178566221,-0.0274352406330918,-0.180786653668792,0.138944663431771,classical_fd,Current,-0.0566673814964325
29,Main,unemployment,0.0363429932691383,0.0350069940496053,-0.00854149135454405,0.0823986863251272,classical_fd,Current,0.0532097244562093
30,Main,TFP,0.0474555163676195,0.0415953903072883,-0.113128977992703,0.201895885896702,classical_fd,Current,0.0286359052021738
30,Main,consumption,0.0013722710402735,0.00238885581504946,-0.216834785617669,0.214286510054384,classical_fd,Current,-0.0377583692212814
30,Main,hours_worked,0.00707863862973651,0.0109228902603644,-0.12379546824377,0.140176343146459,classical_fd,Current,0.00901280752838564
30,Main,inflation,0.00683235852817542,0.00562727358130539,-0.00576275287502411,0.0197205761199869,classical_fd,Current,0.00780262105843532
30,Main,interest,0.0172830442828242,0.0162083878011913,-0.00497402261178718,0.0400779836515466,classical_fd,Current,0.0194419508294886
30,Main,investment,-0.00390454661723227,0.00540937292160797,-0.464609451469703,0.471936244238776,classical_fd,Current,-0.0410103664501863
30,Main,labor_share,0.0347025860808679,0.0328360734793019,-0.0265344317859889,0.0984675897578997,classical_fd,Current,0.0292409120296091
30,Main,output,-0.0049880603577503,8.72895813763429e-05,-0.285557224737098,0.262859604510646,classical_fd,Current,-0.0410008292116692
30,Main,productivity,-0.0178929680637733,-0.0270239095194523,-0.180083718965259,0.143724273487547,classical_fd,Current,-0.0559498725509512
30,Main,unemployment,0.0387939283926889,0.0370935164792118,-0.0072136016205666,0.0842534276145896,classical_fd,Current,0.0543163240150731
31,Main,TFP,0.0440900815730923,0.0400800913772031,-0.117037980807027,0.201123641627818,classical_fd,Current,0.0238726509556413
31,Main,consumption,0.0013806892209643,0.00399793275639686,-0.220344021056268,0.218304402457679,classical_fd,Current,-0.0374158309118127
31,Main,hours_worked,0.00636966859472496,0.0112768429327369,-0.13088671777824,0.145306218577956,classical_fd,Current,0.0104620574353388
31,Main,inflation,0.00598948946420904,0.00496597085076687,-0.00676736228955516,0.0187857807409224,classical_fd,Current,0.00690617507623243
31,Main,interest,0.0156269429764565,0.014658627053138,-0.0061501122701186,0.038123703093381,classical_fd,Current,0.0178776912264908
31,Main,investment,-0.00487340409839944,0.0110787089869175,-0.478438872080934,0.46932028596012,classical_fd,Current,-0.0375809580532685
31,Main,labor_share,0.0290473670755988,0.0285002994088565,-0.0317896389212042,0.0923376451243173,classical_fd,Current,0.0243326674203772
31,Main,output,-0.00541460659470601,-0.000506505963116512,-0.293183512698101,0.265924916484145,classical_fd,Current,-0.0406297372223896
31,Main,productivity,-0.0156443608157779,-0.0226188138327588,-0.176906710082022,0.146989804106481,classical_fd,Current,-0.0556473638884303
31,Main,unemployment,0.0402272354745825,0.0379923058365824,-0.00529442214385943,0.0853394106140996,classical_fd,Current,0.0543968493483344
32,Main,TFP,0.0406709953194923,0.038235538833653,-0.120429764302335,0.197066473793864,classical_fd,Current,0.0191105574943667
32,Main,consumption,0.00194345587723271,0.00517460483970836,-0.22233905433423,0.219393111247696,classical_fd,Current,-0.0364946704506035
32,Main,hours_worked,0.00700244079078202,0.012308913324791,-0.134668142737807,0.148377338807825,classical_fd,Current,0.0131110688028363
32,Main,inflation,0.00528365971808873,0.00439956392706426,-0.00720742138904925,0.017943820101298,classical_fd,Current,0.00614357403782142
32,Main,interest,0.0141842618322336,0.012994751078471,-0.00831595237337588,0.0371744702184782,classical_fd,Current,0.0165428116495348
32,Main,investment,-0.00190995750353277,0.0154019807082658,-0.490855535492235,0.471120569602162,classical_fd,Current,-0.0309694256732848
32,Main,labor_share,0.0238495419416919,0.0241495565238146,-0.0360511898747492,0.0854938948279424,classical_fd,Current,0.0200528586322401
32,Main,output,-0.00477566564756027,0.000772068023362719,-0.297720271567977,0.268074143245847,classical_fd,Current,-0.0392959301636773
32,Main,productivity,-0.0138192995080943,-0.0198754870710691,-0.176663186905966,0.15343176661155,classical_fd,Current,-0.0558164922738919
32,Main,unemployment,0.0407727573087339,0.0390088523499724,-0.00398508044427815,0.0853141023892337,classical_fd,Current,0.053623816290117
33,Main,TFP,0.0372467301228132,0.0342704996642739,-0.122430510774566,0.195202264987401,classical_fd,Current,0.0144095954838437
33,Main,consumption,0.00296237457380521,0.0071874268646988,-0.226591596979708,0.222956052186781,classical_fd,Current,-0.0351202215072975
33,Main,hours_worked,0.00873947204881464,0.0146634412152598,-0.136898580076887,0.152370877889161,classical_fd,Current,0.0166667366954814
33,Main,inflation,0.0047013801144031,0.00395908490548863,-0.00755423948481865,0.0171842926131434,classical_fd,Current,0.00549689574258993
33,Main,interest,0.0129538461075825,0.011857399377138,-0.00961305273436641,0.036549784302683,classical_fd,Current,0.0154246569998195
33,Main,investment,0.0040579411464414,0.0223768066274223,-0.495728240326009,0.487698506531292,classical_fd,Current,-0.0222220644369027
33,Main,labor_share,0.0192032468802822,0.0201174540754282,-0.0406067257533415,0.0780137593070061,classical_fd,Current,0.0164673885889513
33,Main,output,-0.00328638344909417,0.00455073865705309,-0.303896565146099,0.274094293966498,classical_fd,Current,-0.0372574016471559
33,Main,productivity,-0.0124669677969454,-0.0187740443963833,-0.175849456385407,0.15558110888958,classical_fd,Current,-0.0564766754899484
33,Main,unemployment,0.0405660414217159,0.0381252605652904,-0.00354901156136591,0.085265718721898,classical_fd,Current,0.0521689579137124
34,Main,TFP,0.0338608215853533,0.0307036412738847,-0.125955789877128,0.195733097078988,classical_fd,Current,0.00982191509906019
34,Main,consumption,0.00434164203170374,0.00966002989279832,-0.229062566232788,0.228097997640065,classical_fd,Current,-0.0334101451433224
34,Main,hours_worked,0.0113501437006097,0.0174598258730991,-0.141293838553974,0.155777017049145,classical_fd,Current,0.0208564503329406
34,Main,inflation,0.00422769325994384,0.00343926408212512,-0.00792863717429523,0.0166728324594251,classical_fd,Current,0.00494766283929796
34,Main,interest,0.0119272668505847,0.0107328562793812,-0.0111950796378485,0.0357499114779125,classical_fd,Current,0.0145039813016914
34,Main,investment,0.0121853078866747,0.0331804111041032,-0.495042378165455,0.50115687908794,classical_fd,Current,-0.0122490644825896
34,Main,labor_share,0.0151662536997812,0.0157906488025356,-0.0449071979057363,0.074321445414561,classical_fd,Current,0.0136015812282793
34,Main,output,-0.00114851068926562,0.00720424276504455,-0.310060763069563,0.281283398982766,classical_fd,Current,-0.0347463183459656
34,Main,productivity,-0.0116080461190873,-0.0168123710965161,-0.179230076995515,0.15677614250896,classical_fd,Current,-0.0576166805463332
34,Main,unemployment,0.0397422399906652,0.0367183698137394,-0.00435484496523034,0.0840704493022354,classical_fd,Current,0.0501962795959859
35,Main,TFP,0.0305511740343424,0.0267103762754968,-0.130864336657613,0.194851558134435,classical_fd,Current,0.0053911196387453
35,Main,consumption,0.00599106577097479,0.0101079416521862,-0.229862729435132,0.234356631530713,classical_fd,Current,-0.0314710137720292
35,Main,hours_worked,0.014617845678822,0.0224210139875731,-0.142248163045885,0.162679948583924,classical_fd,Current,0.0254353234745122
35,Main,inflation,0.00384702197508784,0.0030154687458239,-0.0081501446107393,0.0162378753841258,classical_fd,Current,0.00447777533833984
35,Main,interest,0.0110906155782022,0.00954684375341434,-0.0122101848100066,0.0345437683350378,classical_fd,Current,0.0137572020275181
35,Main,investment,0.0217244243052143,0.0472913366103632,-0.497732963339089,0.512775747827675,classical_fd,Current,-0.0018143305466334
35,Main,labor_share,0.0117648962025455,0.0115425618130019,-0.0493263683211461,0.070154219574219,classical_fd,Current,0.0114470884969762
35,Main,output,0.00145446162388302,0.0111424557491367,-0.307797415836647,0.290411444851031,classical_fd,Current,-0.0319644904504
35,Main,productivity,-0.0112394820479201,-0.0145102564614732,-0.180326014242179,0.157957854250722,classical_fd,Current,-0.0592012088411215
35,Main,unemployment,0.0384312731238998,0.0347080888533952,-0.00509082235936895,0.0838440263299671,classical_fd,Current,0.0478568670995636
36,Main,TFP,0.0273497226583884,0.02375247150598,-0.135193625011485,0.192748570194344,classical_fd,Current,0.00115204609164152
36,Main,consumption,0.00782840599929515,0.0126936605800089,-0.232787561393456,0.241016060326969,classical_fd,Current,-0.0293960852967737
36,Main,hours_worked,0.0183451337681985,0.0251170891955974,-0.142712208165809,0.173284028417426,classical_fd,Current,0.0301907538998638
36,Main,inflation,0.00354386896372478,0.0029718532121988,-0.00842559150720803,0.0161963834116332,classical_fd,Current,0.00407022793441529
36,Main,interest,0.0104261312526427,0.00890985494182768,-0.0130847846165915,0.034566059758688,classical_fd,Current,0.0131583669127776
36,Main,investment,0.0320326427388539,0.0552611783127096,-0.491337137092292,0.52580969081332,classical_fd,Current,0.00846629374543206
36,Main,labor_share,0.00899919752078792,0.00916644565599037,-0.0519609431826979,0.0668074128595538,classical_fd,Current,0.00996884317582788
36,Main,output,0.0043604790788488,0.0135852818796027,-0.311527785938579,0.29811953557672,classical_fd,Current,-0.0290810982530014
36,Main,productivity,-0.011339196092717,-0.0137893181167541,-0.18327334428975,0.159467127494251,classical_fd,Current,-0.0611772043742998
36,Main,unemployment,0.0367541731031939,0.0327803738252265,-0.00654968753134233,0.0817072772119294,classical_fd,Current,0.0452853090888713
37,Main,TFP,0.0242823891437576,0.0209840295728842,-0.139207658297152,0.190157003769371,classical_fd,Current,-0.00286904241701037
37,Main,consumption,0.00978093634398877,0.0150273585033512,-0.235029805212068,0.249001285828788,classical_fd,Current,-0.0272641166094164
37,Main,hours_worked,0.0223571227499331,0.0286229267476302,-0.142088965806065,0.184074232122181,classical_fd,Current,0.0349446691998227
37,Main,inflation,0.00330337220831535,0.00286507189515073,-0.00863571295308083,0.0157873143051643,classical_fd,Current,0.00370962600714669
37,Main,interest,0.00991363491165686,0.00869905535221634,-0.0143239641270055,0.0347177913917575,classical_fd,Current,0.012680808719802
37,Main,investment,0.0425746970185703,0.0602940810118069,-0.484878029024474,0.553544589232438,classical_fd,Current,0.0181200731208678
37,Main,labor_share,0.00684795778740187,0.00754889884371315,-0.0543431796103918,0.0654708448630067,classical_fd,Current,0.00911174643113982
37,Main,output,0.0074306490887347,0.0170821744611801,-0.305556744354233,0.307415998310578,classical_fd,Current,-0.0262323024406529
37,Main,productivity,-0.0118705556975342,-0.0144620019421055,-0.183907315342127,0.159230246506892,classical_fd,Current,-0.0634796648816183
37,Main,unemployment,0.0348205003047309,0.0309178815083359,-0.00810863959788244,0.0798934122368475,classical_fd,Current,0.0425975543881443
38,Main,TFP,0.0213692704035835,0.0183568551095613,-0.142853253745192,0.189476596102671,classical_fd,Current,-0.00665394531225036
38,Main,consumption,0.0117863278402935,0.0162145997744523,-0.237918809706129,0.25477247788093,classical_fd,Current,-0.0251390516770867
38,Main,hours_worked,0.0265033573469121,0.0312433923463008,-0.143967029146809,0.190864066001138,classical_fd,Current,0.0395538416871493
38,Main,inflation,0.00311172523297672,0.00266941403526807,-0.00882485647755381,0.0154319091371902,classical_fd,Current,0.00338252016104731
38,Main,interest,0.00953175971142859,0.00817217487897842,-0.0144760808571444,0.035256654743459,classical_fd,Current,0.0122984818628493
38,Main,investment,0.0529205865021791,0.0671818938337746,-0.485249093593916,0.56699879695021,classical_fd,Current,0.0268073160771715
38,Main,labor_share,0.00527361442923241,0.00731570075793384,-0.0549108180264041,0.0654530074636607,classical_fd,Current,0.00880685560292031
38,Main,output,0.0105497543985373,0.0202287815656987,-0.308109131904175,0.319984083872398,classical_fd,Current,-0.0235223619027401
38,Main,productivity,-0.0127864953619657,-0.0163432372146206,-0.186547847134427,0.162478335276568,classical_fd,Current,-0.0660368035787968
38,Main,unemployment,0.0327267041736805,0.0289601760234729,-0.0105794638117643,0.0773443777912837,classical_fd,Current,0.0398899995077746
39,Main,TFP,0.0186250041080601,0.0151808856582253,-0.148026410978208,0.187488261570805,classical_fd,Current,-0.0101917817629114
39,Main,consumption,0.0137929637317572,0.0186034415100877,-0.241365996322337,0.260259888609491,classical_fd,Current,-0.0230704156231367
39,Main,hours_worked,0.0306584081406728,0.0348163376567265,-0.14443193979261,0.198846054132456,classical_fd,Current,0.0439086590052393
39,Main,inflation,0.00295647427243281,0.00250253325242879,-0.00890308976619175,0.0149091632845349,classical_fd,Current,0.00307758298346926
39,Main,interest,0.00925897419713176,0.00801292809354818,-0.0152057544576083,0.0351708477266413,classical_fd,Current,0.0119869897266016
39,Main,investment,0.062740035365275,0.0816625065460188,-0.488398403014576,0.582989859653031,classical_fd,Current,0.034307698393135
39,Main,labor_share,0.0042267372900988,0.00694414402513076,-0.0564982916475003,0.0657102059456618,classical_fd,Current,0.00897690833059243
39,Main,output,0.0136257881632991,0.0217323871728035,-0.310425446645386,0.329282412074643,classical_fd,Current,-0.0210258961278283
39,Main,productivity,-0.0140332011403559,-0.0160928453351708,-0.18861832579932,0.162223041048472,classical_fd,Current,-0.0687744694252572
39,Main,unemployment,0.0305552943099182,0.0267980855766667,-0.0123510861229037,0.0751855326084352,classical_fd,Current,0.0372395911959376
40,Main,TFP,0.0160592602558691,0.0129228992458105,-0.153347078291229,0.188530006541839,classical_fd,Current,-0.0134780955281603
40,Main,consumption,0.0157597912237352,0.0216282145425875,-0.242071085721497,0.269019340517386,classical_fd,Current,-0.0210942505682254
40,Main,hours_worked,0.0347214345043098,0.0386691585042112,-0.14493318402467,0.209160584617056,classical_fd,Current,0.0479307233142927
40,Main,inflation,0.0028267064470934,0.0024418710241366,-0.00892455002210896,0.014670128268518,classical_fd,Current,0.00278565364974102
40,Main,interest,0.00907440456527323,0.00775823536222669,-0.0161858361441126,0.035870827630645,classical_fd,Current,0.0117243229757649
40,Main,investment,0.0717944412713402,0.0883726796153649,-0.477505583743091,0.617087069131291,classical_fd,Current,0.0405043176802935
40,Main,labor_share,0.00365006423479247,0.00658197271448556,-0.0581903225422465,0.0651725506416242,classical_fd,Current,0.00954108194686182
40,Main,output,0.0165887303744129,0.0259741006388845,-0.313777662401438,0.336907127709736,classical_fd,Current,-0.0187909554416964
40,Main,productivity,-0.0155533118973767,-0.0168134218201214,-0.191521250204823,0.16095928790781,classical_fd,Current,-0.0716197854143168
40,Main,unemployment,0.0283746851698751,0.0247225085094052,-0.0138746331773502,0.0726967479181423,classical_fd,Current,0.0347047295717561
