variable,weight,target,sign,period_l,period_h
output,-0.0716605016815671,unemployment,neg,18,48
investment,-0.427111890748134,unemployment,neg,18,48
consumption,0.0104880329304893,unemployment,neg,18,48
hours_worked,0.160578947247203,unemployment,neg,18,48
unemployment,-0.00484205325752628,unemployment,neg,18,48
labor_share,0.252349419208244,unemployment,neg,18,48
interest,0.134674158977833,unemployment,neg,18,48
inflation,0.0190523701057246,unemployment,neg,18,48
productivity,-0.102999766511756,unemployment,neg,18,48
TFP,-0.262794487270761,unemployment,neg,18,48
vfci,0.0794541624446964,unemployment,neg,18,48
output,-0.197831797637374,vfci,neg,18,48
investment,-0.576590488467653,vfci,neg,18,48
consumption,-0.132916504620113,vfci,neg,18,48
hours_worked,-0.244160499814646,vfci,neg,18,48
unemployment,0.0758119619813855,vfci,neg,18,48
labor_share,0.071733523999762,vfci,neg,18,48
interest,-0.134548721204462,vfci,neg,18,48
inflation,-0.0225375617294329,vfci,neg,18,48
productivity,-0.069366454114252,vfci,neg,18,48
TFP,0.209324082379425,vfci,neg,18,48
vfci,-0.169039334122223,vfci,neg,18,48
output,0.0716605016815671,unemployment,pos,18,48
investment,0.427111890748134,unemployment,pos,18,48
consumption,-0.0104880329304893,unemployment,pos,18,48
hours_worked,-0.160578947247203,unemployment,pos,18,48
unemployment,0.00484205325752628,unemployment,pos,18,48
labor_share,-0.252349419208244,unemployment,pos,18,48
interest,-0.134674158977833,unemployment,pos,18,48
inflation,-0.0190523701057246,unemployment,pos,18,48
productivity,0.102999766511756,unemployment,pos,18,48
TFP,0.262794487270761,unemployment,pos,18,48
vfci,-0.0794541624446964,unemployment,pos,18,48
output,0.197831797637374,vfci,pos,18,48
investment,0.576590488467653,vfci,pos,18,48
consumption,0.132916504620113,vfci,pos,18,48
hours_worked,0.244160499814646,vfci,pos,18,48
unemployment,-0.0758119619813855,vfci,pos,18,48
labor_share,-0.071733523999762,vfci,pos,18,48
interest,0.134548721204462,vfci,pos,18,48
inflation,0.0225375617294329,vfci,pos,18,48
productivity,0.069366454114252,vfci,pos,18,48
TFP,-0.209324082379425,vfci,pos,18,48
vfci,0.169039334122223,vfci,pos,18,48
output,0.0893160938668244,unemployment,neg,20,48
investment,0.486708064375959,unemployment,neg,20,48
consumption,-0.00143591072148706,unemployment,neg,20,48
hours_worked,-0.145306802275748,unemployment,neg,20,48
unemployment,-0.00356315094709657,unemployment,neg,20,48
labor_share,-0.257584756684142,unemployment,neg,20,48
interest,-0.13222876379272,unemployment,neg,20,48
inflation,-0.0197854385626058,unemployment,neg,20,48
productivity,0.109942595739346,unemployment,neg,20,48
TFP,0.260711557977502,unemployment,neg,20,48
vfci,-0.0786921254984136,unemployment,neg,20,48
output,-0.206167357656399,vfci,neg,20,48
investment,-0.600545700479412,vfci,neg,20,48
consumption,-0.135309442849669,vfci,neg,20,48
hours_worked,-0.246732907698858,vfci,neg,20,48
unemployment,0.0771039737690987,vfci,neg,20,48
labor_share,0.0829720043177817,vfci,neg,20,48
interest,-0.133773767719428,vfci,neg,20,48
inflation,-0.0230936417954013,vfci,neg,20,48
productivity,-0.0766266826598855,vfci,neg,20,48
TFP,0.202316502466159,vfci,neg,20,48
vfci,-0.168509038668625,vfci,neg,20,48
output,-0.0893160938668244,unemployment,pos,20,48
investment,-0.486708064375959,unemployment,pos,20,48
consumption,0.00143591072148706,unemployment,pos,20,48
hours_worked,0.145306802275748,unemployment,pos,20,48
unemployment,0.00356315094709657,unemployment,pos,20,48
labor_share,0.257584756684142,unemployment,pos,20,48
interest,0.13222876379272,unemployment,pos,20,48
inflation,0.0197854385626058,unemployment,pos,20,48
productivity,-0.109942595739346,unemployment,pos,20,48
TFP,-0.260711557977502,unemployment,pos,20,48
vfci,0.0786921254984136,unemployment,pos,20,48
output,0.206167357656399,vfci,pos,20,48
investment,0.600545700479412,vfci,pos,20,48
consumption,0.135309442849669,vfci,pos,20,48
hours_worked,0.246732907698858,vfci,pos,20,48
unemployment,-0.0771039737690987,vfci,pos,20,48
labor_share,-0.0829720043177817,vfci,pos,20,48
interest,0.133773767719428,vfci,pos,20,48
inflation,0.0230936417954013,vfci,pos,20,48
productivity,0.0766266826598855,vfci,pos,20,48
TFP,-0.202316502466159,vfci,pos,20,48
vfci,0.168509038668625,vfci,pos,20,48
output,0.100897482204914,unemployment,neg,22,48
investment,0.527548030911901,unemployment,neg,22,48
consumption,0.00453590057857181,unemployment,neg,22,48
hours_worked,-0.134760766704047,unemployment,neg,22,48
unemployment,-0.00967704862109446,unemployment,neg,22,48
labor_share,-0.259009352030221,unemployment,neg,22,48
interest,-0.130416728637725,unemployment,neg,22,48
inflation,-0.0204531302797322,unemployment,neg,22,48
productivity,0.113899351937765,unemployment,neg,22,48
TFP,0.258511940415826,unemployment,neg,22,48
vfci,-0.0782990447690824,unemployment,neg,22,48
output,-0.213469741200599,vfci,neg,22,48
investment,-0.622449146123443,vfci,neg,22,48
consumption,-0.137137731381813,vfci,neg,22,48
hours_worked,-0.248304363025351,vfci,neg,22,48
unemployment,0.0780142077567373,vfci,neg,22,48
labor_share,0.0940642784164641,vfci,neg,22,48
interest,-0.132767864779557,vfci,neg,22,48
inflation,-0.0239037624784963,vfci,neg,22,48
productivity,-0.0834419431733939,vfci,neg,22,48
TFP,0.195019293959309,vfci,neg,22,48
vfci,-0.168207770016217,vfci,neg,22,48
output,-0.100897482204914,unemployment,pos,22,48
investment,-0.527548030911901,unemployment,pos,22,48
consumption,-0.00453590057857181,unemployment,pos,22,48
hours_worked,0.134760766704047,unemployment,pos,22,48
unemployment,0.00967704862109446,unemployment,pos,22,48
labor_share,0.259009352030221,unemployment,pos,22,48
interest,0.130416728637725,unemployment,pos,22,48
inflation,0.0204531302797322,unemployment,pos,22,48
productivity,-0.113899351937765,unemployment,pos,22,48
TFP,-0.258511940415826,unemployment,pos,22,48
vfci,0.0782990447690824,unemployment,pos,22,48
output,0.213469741200599,vfci,pos,22,48
investment,0.622449146123443,vfci,pos,22,48
consumption,0.137137731381813,vfci,pos,22,48
hours_worked,0.248304363025351,vfci,pos,22,48
unemployment,-0.0780142077567373,vfci,pos,22,48
labor_share,-0.0940642784164641,vfci,pos,22,48
interest,0.132767864779557,vfci,pos,22,48
inflation,0.0239037624784963,vfci,pos,22,48
productivity,0.0834419431733939,vfci,pos,22,48
TFP,-0.195019293959309,vfci,pos,22,48
vfci,0.168207770016217,vfci,pos,22,48
output,0.10849115043508,unemployment,neg,24,48
investment,0.556068707288602,unemployment,neg,24,48
consumption,0.00846704112551614,unemployment,neg,24,48
hours_worked,-0.127504539422281,unemployment,neg,24,48
unemployment,-0.0142191414854653,unemployment,neg,24,48
labor_share,-0.25810904763722,unemployment,neg,24,48
interest,-0.129083670267533,unemployment,neg,24,48
inflation,-0.0211138019143488,unemployment,neg,24,48
productivity,0.11597340994976,unemployment,neg,24,48
TFP,0.256352185235662,unemployment,neg,24,48
vfci,-0.0781536113339248,unemployment,neg,24,48
output,-0.21985610054885,vfci,neg,24,48
investment,-0.642463412477588,vfci,neg,24,48
consumption,-0.13847817750074,vfci,neg,24,48
hours_worked,-0.249042578621734,vfci,neg,24,48
unemployment,0.0786147069589119,vfci,neg,24,48
labor_share,0.104743449854266,vfci,neg,24,48
interest,-0.131582453716284,vfci,neg,24,48
inflation,-0.0248759562765114,vfci,neg,24,48
productivity,-0.089825845082983,vfci,neg,24,48
TFP,0.187579269127932,vfci,neg,24,48
vfci,-0.168070290154751,vfci,neg,24,48
output,-0.10849115043508,unemployment,pos,24,48
investment,-0.556068707288602,unemployment,pos,24,48
consumption,-0.00846704112551614,unemployment,pos,24,48
hours_worked,0.127504539422281,unemployment,pos,24,48
unemployment,0.0142191414854653,unemployment,pos,24,48
labor_share,0.25810904763722,unemployment,pos,24,48
interest,0.129083670267533,unemployment,pos,24,48
inflation,0.0211138019143488,unemployment,pos,24,48
productivity,-0.11597340994976,unemployment,pos,24,48
TFP,-0.256352185235662,unemployment,pos,24,48
vfci,0.0781536113339248,unemployment,pos,24,48
output,0.21985610054885,vfci,pos,24,48
investment,0.642463412477588,vfci,pos,24,48
consumption,0.13847817750074,vfci,pos,24,48
hours_worked,0.249042578621734,vfci,pos,24,48
unemployment,-0.0786147069589119,vfci,pos,24,48
labor_share,-0.104743449854266,vfci,pos,24,48
interest,0.131582453716284,vfci,pos,24,48
inflation,0.0248759562765114,vfci,pos,24,48
productivity,0.089825845082983,vfci,pos,24,48
TFP,-0.187579269127932,vfci,pos,24,48
vfci,0.168070290154751,vfci,pos,24,48
output,0.114614841108813,unemployment,neg,26,48
investment,0.581365452405895,unemployment,neg,26,48
consumption,0.0116453218329507,unemployment,neg,26,48
hours_worked,-0.121369435408439,unemployment,neg,26,48
unemployment,-0.0185254445426918,unemployment,neg,26,48
labor_share,-0.255097681780768,unemployment,neg,26,48
interest,-0.127841394466742,unemployment,neg,26,48
inflation,-0.0219709504465271,unemployment,neg,26,48
productivity,0.117019964031037,unemployment,neg,26,48
TFP,0.253700386805306,unemployment,neg,26,48
vfci,-0.0781634265280927,unemployment,neg,26,48
output,-0.226877585250218,vfci,neg,26,48
investment,-0.665618931038121,vfci,neg,26,48
consumption,-0.139589016906163,vfci,neg,26,48
hours_worked,-0.249005978863183,vfci,neg,26,48
unemployment,0.0790336759491437,vfci,neg,26,48
labor_share,0.117549807642034,vfci,neg,26,48
interest,-0.129881296182827,vfci,neg,26,48
inflation,-0.026239544992531,vfci,neg,26,48
productivity,-0.0974003140857067,vfci,neg,26,48
TFP,0.178033979678949,vfci,neg,26,48
vfci,-0.168050638796576,vfci,neg,26,48
output,-0.114614841108813,unemployment,pos,26,48
investment,-0.581365452405895,unemployment,pos,26,48
consumption,-0.0116453218329507,unemployment,pos,26,48
hours_worked,0.121369435408439,unemployment,pos,26,48
unemployment,0.0185254445426918,unemployment,pos,26,48
labor_share,0.255097681780768,unemployment,pos,26,48
interest,0.127841394466742,unemployment,pos,26,48
inflation,0.0219709504465271,unemployment,pos,26,48
productivity,-0.117019964031037,unemployment,pos,26,48
TFP,-0.253700386805306,unemployment,pos,26,48
vfci,0.0781634265280927,unemployment,pos,26,48
output,0.226877585250218,vfci,pos,26,48
investment,0.665618931038121,vfci,pos,26,48
consumption,0.139589016906163,vfci,pos,26,48
hours_worked,0.249005978863183,vfci,pos,26,48
unemployment,-0.0790336759491437,vfci,pos,26,48
labor_share,-0.117549807642034,vfci,pos,26,48
interest,0.129881296182827,vfci,pos,26,48
inflation,0.026239544992531,vfci,pos,26,48
productivity,0.0974003140857067,vfci,pos,26,48
TFP,-0.178033979678949,vfci,pos,26,48
vfci,0.168050638796576,vfci,pos,26,48
output,0.118046846145482,unemployment,neg,28,48
investment,0.597513375585678,unemployment,neg,28,48
consumption,0.0134275205358131,unemployment,neg,28,48
hours_worked,-0.117797916449554,unemployment,neg,28,48
unemployment,-0.0214507746951831,unemployment,neg,28,48
labor_share,-0.251538272611276,unemployment,neg,28,48
interest,-0.126998715221556,unemployment,neg,28,48
inflation,-0.0227421047747771,unemployment,neg,28,48
productivity,0.117102207578317,unemployment,neg,28,48
TFP,0.25141740151814,unemployment,neg,28,48
vfci,-0.0782500367979565,unemployment,neg,28,48
output,-0.232260105221663,vfci,neg,28,48
investment,-0.684389307315751,vfci,neg,28,48
consumption,-0.140108810256437,vfci,neg,28,48
hours_worked,-0.248236884546099,vfci,neg,28,48
unemployment,0.079163317147236,vfci,neg,28,48
labor_share,0.128111075512045,vfci,neg,28,48
interest,-0.128243107733743,vfci,neg,28,48
inflation,-0.0274957896758268,vfci,neg,28,48
productivity,-0.103676866511635,vfci,neg,28,48
TFP,0.169575107724365,vfci,neg,28,48
vfci,-0.16812056217937,vfci,neg,28,48
output,-0.118046846145482,unemployment,pos,28,48
investment,-0.597513375585678,unemployment,pos,28,48
consumption,-0.0134275205358131,unemployment,pos,28,48
hours_worked,0.117797916449554,unemployment,pos,28,48
unemployment,0.0214507746951831,unemployment,pos,28,48
labor_share,0.251538272611276,unemployment,pos,28,48
interest,0.126998715221556,unemployment,pos,28,48
inflation,0.0227421047747771,unemployment,pos,28,48
productivity,-0.117102207578317,unemployment,pos,28,48
TFP,-0.25141740151814,unemployment,pos,28,48
vfci,0.0782500367979565,unemployment,pos,28,48
output,0.232260105221663,vfci,pos,28,48
investment,0.684389307315751,vfci,pos,28,48
consumption,0.140108810256437,vfci,pos,28,48
hours_worked,0.248236884546099,vfci,pos,28,48
unemployment,-0.079163317147236,vfci,pos,28,48
labor_share,-0.128111075512045,vfci,pos,28,48
interest,0.128243107733743,vfci,pos,28,48
inflation,0.0274957896758268,vfci,pos,28,48
productivity,0.103676866511635,vfci,pos,28,48
TFP,-0.169575107724365,vfci,pos,28,48
vfci,0.16812056217937,vfci,pos,28,48
output,0.120742698582501,unemployment,neg,30,48
investment,0.612344393026974,unemployment,neg,30,48
consumption,0.0148233522319278,unemployment,neg,30,48
hours_worked,-0.114958411903306,unemployment,neg,30,48
unemployment,-0.0242653546310562,unemployment,neg,30,48
labor_share,-0.246802129910077,unemployment,neg,30,48
interest,-0.126160074485789,unemployment,neg,30,48
inflation,-0.0236665741618435,unemployment,neg,30,48
productivity,0.116642931635082,unemployment,neg,30,48
TFP,0.248707605265361,unemployment,neg,30,48
vfci,-0.0783685622516029,unemployment,neg,30,48
output,-0.237917497803835,vfci,neg,30,48
investment,-0.70531812203205,vfci,neg,30,48
consumption,-0.140260818111616,vfci,neg,30,48
hours_worked,-0.24657792961292,vfci,neg,30,48
unemployment,0.0791050241781684,vfci,neg,30,48
labor_share,0.139864382022012,vfci,neg,30,48
interest,-0.126157583868261,vfci,neg,30,48
inflation,-0.0290073496303868,vfci,neg,30,48
productivity,-0.110786391449526,vfci,neg,30,48
TFP,0.15944943142491,vfci,neg,30,48
vfci,-0.168258084042929,vfci,neg,30,48
output,-0.120742698582501,unemployment,pos,30,48
investment,-0.612344393026974,unemployment,pos,30,48
consumption,-0.0148233522319278,unemployment,pos,30,48
hours_worked,0.114958411903306,unemployment,pos,30,48
unemployment,0.0242653546310562,unemployment,pos,30,48
labor_share,0.246802129910077,unemployment,pos,30,48
interest,0.126160074485789,unemployment,pos,30,48
inflation,0.0236665741618435,unemployment,pos,30,48
productivity,-0.116642931635082,unemployment,pos,30,48
TFP,-0.248707605265361,unemployment,pos,30,48
vfci,0.0783685622516029,unemployment,pos,30,48
output,0.237917497803835,vfci,pos,30,48
investment,0.70531812203205,vfci,pos,30,48
consumption,0.140260818111616,vfci,pos,30,48
hours_worked,0.24657792961292,vfci,pos,30,48
unemployment,-0.0791050241781684,vfci,pos,30,48
labor_share,-0.139864382022012,vfci,pos,30,48
interest,0.126157583868261,vfci,pos,30,48
inflation,0.0290073496303868,vfci,pos,30,48
productivity,0.110786391449526,vfci,pos,30,48
TFP,-0.15944943142491,vfci,pos,30,48
vfci,0.168258084042929,vfci,pos,30,48
output,0.12245280260536,unemployment,neg,32,48
investment,0.623590528989447,unemployment,neg,32,48
consumption,0.0157009614891798,unemployment,neg,32,48
hours_worked,-0.113217989633227,unemployment,neg,32,48
unemployment,-0.0264599924965195,unemployment,neg,32,48
labor_share,-0.242225984412914,unemployment,neg,32,48
interest,-0.125454985202205,unemployment,neg,32,48
inflation,-0.0245191485857234,unemployment,neg,32,48
productivity,0.115917828319783,unemployment,neg,32,48
TFP,0.24614437918473,unemployment,neg,32,48
vfci,-0.0784514933451738,unemployment,neg,32,48
output,-0.242628341931621,vfci,neg,32,48
investment,-0.723892794255599,vfci,neg,32,48
consumption,-0.140014104533388,vfci,neg,32,48
hours_worked,-0.244407611600191,vfci,neg,32,48
unemployment,0.0789000390854067,vfci,neg,32,48
labor_share,0.150094635447034,vfci,neg,32,48
interest,-0.12410339146325,vfci,neg,32,48
inflation,-0.0304022596413335,vfci,neg,32,48
productivity,-0.117150112758027,vfci,neg,32,48
TFP,0.149952582825952,vfci,neg,32,48
vfci,-0.168404054974228,vfci,neg,32,48
output,-0.12245280260536,unemployment,pos,32,48
investment,-0.623590528989447,unemployment,pos,32,48
consumption,-0.0157009614891798,unemployment,pos,32,48
hours_worked,0.113217989633227,unemployment,pos,32,48
unemployment,0.0264599924965195,unemployment,pos,32,48
labor_share,0.242225984412914,unemployment,pos,32,48
interest,0.125454985202205,unemployment,pos,32,48
inflation,0.0245191485857234,unemployment,pos,32,48
productivity,-0.115917828319783,unemployment,pos,32,48
TFP,-0.24614437918473,unemployment,pos,32,48
vfci,0.0784514933451738,unemployment,pos,32,48
output,0.242628341931621,vfci,pos,32,48
investment,0.723892794255599,vfci,pos,32,48
consumption,0.140014104533388,vfci,pos,32,48
hours_worked,0.244407611600191,vfci,pos,32,48
unemployment,-0.0789000390854067,vfci,pos,32,48
labor_share,-0.150094635447034,vfci,pos,32,48
interest,0.12410339146325,vfci,pos,32,48
inflation,0.0304022596413335,vfci,pos,32,48
productivity,0.117150112758027,vfci,pos,32,48
TFP,-0.149952582825952,vfci,pos,32,48
vfci,0.168404054974228,vfci,pos,32,48
output,0.123877698118582,unemployment,neg,34,48
investment,0.634683035823962,unemployment,neg,34,48
consumption,0.0164190806961569,unemployment,neg,34,48
hours_worked,-0.111926854355359,unemployment,neg,34,48
unemployment,-0.0286348928154631,unemployment,neg,34,48
labor_share,-0.237050382994462,unemployment,neg,34,48
interest,-0.124674601357309,unemployment,neg,34,48
inflation,-0.0254638183940658,unemployment,neg,34,48
productivity,0.114917677730317,unemployment,neg,34,48
TFP,0.243131544710116,unemployment,neg,34,48
vfci,-0.0784844990203091,unemployment,neg,34,48
output,-0.247514345413272,vfci,neg,34,48
investment,-0.744476195105588,vfci,neg,34,48
consumption,-0.139341187391388,vfci,neg,34,48
hours_worked,-0.241282742562941,vfci,neg,34,48
unemployment,0.0785438566178263,vfci,neg,34,48
labor_share,0.16102321751729,vfci,neg,34,48
interest,-0.121645726604435,vfci,neg,34,48
inflation,-0.0319558259602871,vfci,neg,34,48
productivity,-0.124196321641168,vfci,neg,34,48
TFP,0.13903193034812,vfci,neg,34,48
vfci,-0.168558690149258,vfci,neg,34,48
output,-0.123877698118582,unemployment,pos,34,48
investment,-0.634683035823962,unemployment,pos,34,48
consumption,-0.0164190806961569,unemployment,pos,34,48
hours_worked,0.111926854355359,unemployment,pos,34,48
unemployment,0.0286348928154631,unemployment,pos,34,48
labor_share,0.237050382994462,unemployment,pos,34,48
interest,0.124674601357309,unemployment,pos,34,48
inflation,0.0254638183940658,unemployment,pos,34,48
productivity,-0.114917677730317,unemployment,pos,34,48
TFP,-0.243131544710116,unemployment,pos,34,48
vfci,0.0784844990203091,unemployment,pos,34,48
output,0.247514345413272,vfci,pos,34,48
investment,0.744476195105588,vfci,pos,34,48
consumption,0.139341187391388,vfci,pos,34,48
hours_worked,0.241282742562941,vfci,pos,34,48
unemployment,-0.0785438566178263,vfci,pos,34,48
labor_share,-0.16102321751729,vfci,pos,34,48
interest,0.121645726604435,vfci,pos,34,48
inflation,0.0319558259602871,vfci,pos,34,48
productivity,0.124196321641168,vfci,pos,34,48
TFP,-0.13903193034812,vfci,pos,34,48
vfci,0.168558690149258,vfci,pos,34,48
output,0.12484247449693,unemployment,neg,36,48
investment,0.643181128469989,unemployment,neg,36,48
consumption,0.01689232845345,unemployment,neg,36,48
hours_worked,-0.11122598412396,unemployment,neg,36,48
unemployment,-0.0302770660702613,unemployment,neg,36,48
labor_share,-0.232857000325588,unemployment,neg,36,48
interest,-0.12400748828607,unemployment,neg,36,48
inflation,-0.0262218158699694,unemployment,neg,36,48
productivity,0.114017000078221,unemployment,neg,36,48
TFP,0.240506461157892,unemployment,neg,36,48
vfci,-0.0784497507190669,unemployment,neg,36,48
output,-0.251320721169404,vfci,neg,36,48
investment,-0.761569939291019,vfci,neg,36,48
consumption,-0.138494783823703,vfci,neg,36,48
hours_worked,-0.238170943962491,vfci,neg,36,48
unemployment,0.078178106435831,vfci,neg,36,48
labor_share,0.169666508087095,vfci,neg,36,48
interest,-0.119496468122282,vfci,neg,36,48
inflation,-0.0332185429043616,vfci,neg,36,48
productivity,-0.129991108123198,vfci,neg,36,48
TFP,0.129786884838905,vfci,neg,36,48
vfci,-0.16865811717947,vfci,neg,36,48
output,-0.12484247449693,unemployment,pos,36,48
investment,-0.643181128469989,unemployment,pos,36,48
consumption,-0.01689232845345,unemployment,pos,36,48
hours_worked,0.11122598412396,unemployment,pos,36,48
unemployment,0.0302770660702613,unemployment,pos,36,48
labor_share,0.232857000325588,unemployment,pos,36,48
interest,0.12400748828607,unemployment,pos,36,48
inflation,0.0262218158699694,unemployment,pos,36,48
productivity,-0.114017000078221,unemployment,pos,36,48
TFP,-0.240506461157892,unemployment,pos,36,48
vfci,0.0784497507190669,unemployment,pos,36,48
output,0.251320721169404,vfci,pos,36,48
investment,0.761569939291019,vfci,pos,36,48
consumption,0.138494783823703,vfci,pos,36,48
hours_worked,0.238170943962491,vfci,pos,36,48
unemployment,-0.078178106435831,vfci,pos,36,48
labor_share,-0.169666508087095,vfci,pos,36,48
interest,0.119496468122282,vfci,pos,36,48
inflation,0.0332185429043616,vfci,pos,36,48
productivity,0.129991108123198,vfci,pos,36,48
TFP,-0.129786884838905,vfci,pos,36,48
vfci,0.16865811717947,vfci,pos,36,48
output,0.125796955641728,unemployment,neg,38,48
investment,0.652085551978138,unemployment,neg,38,48
consumption,0.0173465451485161,unemployment,neg,38,48
hours_worked,-0.110721891273073,unemployment,neg,38,48
unemployment,-0.0319522164450601,unemployment,neg,38,48
labor_share,-0.228478384655659,unemployment,neg,38,48
interest,-0.123239865322494,unemployment,neg,38,48
inflation,-0.0270089996945998,unemployment,neg,38,48
productivity,0.113012990724945,unemployment,neg,38,48
TFP,0.237499890886631,unemployment,neg,38,48
vfci,-0.0783402160411769,unemployment,neg,38,48
output,-0.25529067350838,vfci,neg,38,48
investment,-0.78047319741045,vfci,neg,38,48
consumption,-0.137300093339078,vfci,neg,38,48
hours_worked,-0.234259970719364,vfci,neg,38,48
unemployment,0.0777336113201077,vfci,neg,38,48
labor_share,0.178703936134383,vfci,neg,38,48
interest,-0.117043091840553,vfci,neg,38,48
inflation,-0.0345587656537915,vfci,neg,38,48
productivity,-0.136288988251374,vfci,neg,38,48
TFP,0.119523051755611,vfci,neg,38,48
vfci,-0.168716525928905,vfci,neg,38,48
output,-0.125796955641728,unemployment,pos,38,48
investment,-0.652085551978138,unemployment,pos,38,48
consumption,-0.0173465451485161,unemployment,pos,38,48
hours_worked,0.110721891273073,unemployment,pos,38,48
unemployment,0.0319522164450601,unemployment,pos,38,48
labor_share,0.228478384655659,unemployment,pos,38,48
interest,0.123239865322494,unemployment,pos,38,48
inflation,0.0270089996945998,unemployment,pos,38,48
productivity,-0.113012990724945,unemployment,pos,38,48
TFP,-0.237499890886631,unemployment,pos,38,48
vfci,0.0783402160411769,unemployment,pos,38,48
output,0.25529067350838,vfci,pos,38,48
investment,0.78047319741045,vfci,pos,38,48
consumption,0.137300093339078,vfci,pos,38,48
hours_worked,0.234259970719364,vfci,pos,38,48
unemployment,-0.0777336113201077,vfci,pos,38,48
labor_share,-0.178703936134383,vfci,pos,38,48
interest,0.117043091840553,vfci,pos,38,48
inflation,0.0345587656537915,vfci,pos,38,48
productivity,0.136288988251374,vfci,pos,38,48
TFP,-0.119523051755611,vfci,pos,38,48
vfci,0.168716525928905,vfci,pos,38,48
output,0.040244912230105,unemployment,neg,4,50
investment,-0.0628068509541825,unemployment,neg,4,50
consumption,0.0670248628434294,unemployment,neg,4,50
hours_worked,0.24744377075066,unemployment,neg,4,50
unemployment,-0.0512546577111866,unemployment,neg,4,50
labor_share,0.193138951367735,unemployment,neg,4,50
interest,0.14427578920941,unemployment,neg,4,50
inflation,0.0157979979138402,unemployment,neg,4,50
productivity,-0.0519424304009293,unemployment,neg,4,50
TFP,-0.261619367817375,unemployment,neg,4,50
vfci,0.0829649573442235,unemployment,neg,4,50
output,-0.128377002202554,vfci,neg,4,50
investment,-0.402785904184651,vfci,neg,4,50
consumption,-0.0974854720255287,vfci,neg,4,50
hours_worked,-0.201187132744341,vfci,neg,4,50
unemployment,0.0586981548403329,vfci,neg,4,50
labor_share,0.0238228958057165,vfci,neg,4,50
interest,-0.133565335527384,vfci,neg,4,50
inflation,-0.0236641443613473,vfci,neg,4,50
productivity,-0.0233615359029225,vfci,neg,4,50
TFP,0.228191602610804,vfci,neg,4,50
vfci,-0.180358518173767,vfci,neg,4,50
output,-0.040244912230105,unemployment,pos,4,50
investment,0.0628068509541825,unemployment,pos,4,50
consumption,-0.0670248628434294,unemployment,pos,4,50
hours_worked,-0.24744377075066,unemployment,pos,4,50
unemployment,0.0512546577111866,unemployment,pos,4,50
labor_share,-0.193138951367735,unemployment,pos,4,50
interest,-0.14427578920941,unemployment,pos,4,50
inflation,-0.0157979979138402,unemployment,pos,4,50
productivity,0.0519424304009293,unemployment,pos,4,50
TFP,0.261619367817375,unemployment,pos,4,50
vfci,-0.0829649573442235,unemployment,pos,4,50
output,0.128377002202554,vfci,pos,4,50
investment,0.402785904184651,vfci,pos,4,50
consumption,0.0974854720255287,vfci,pos,4,50
hours_worked,0.201187132744341,vfci,pos,4,50
unemployment,-0.0586981548403329,vfci,pos,4,50
labor_share,-0.0238228958057165,vfci,pos,4,50
interest,0.133565335527384,vfci,pos,4,50
inflation,0.0236641443613473,vfci,pos,4,50
productivity,0.0233615359029225,vfci,pos,4,50
TFP,-0.228191602610804,vfci,pos,4,50
vfci,0.180358518173767,vfci,pos,4,50
output,0.0314219789863077,unemployment,neg,6,50
investment,-0.0921422053382765,unemployment,neg,6,50
consumption,0.0627250518466863,unemployment,neg,6,50
hours_worked,0.241173406100845,unemployment,neg,6,50
unemployment,-0.0476889503506656,unemployment,neg,6,50
labor_share,0.198394253192762,unemployment,neg,6,50
interest,0.143813912158282,unemployment,neg,6,50
inflation,0.0161096283201958,unemployment,neg,6,50
productivity,-0.0561170842441455,unemployment,neg,6,50
TFP,-0.262206130941266,unemployment,neg,6,50
vfci,0.0827997523501196,unemployment,neg,6,50
output,-0.141812228749233,vfci,neg,6,50
investment,-0.433544962295625,vfci,neg,6,50
consumption,-0.107105086720789,vfci,neg,6,50
hours_worked,-0.211233162716467,vfci,neg,6,50
unemployment,0.0620252350052842,vfci,neg,6,50
labor_share,0.0300406504991446,vfci,neg,6,50
interest,-0.133961638027424,vfci,neg,6,50
inflation,-0.0239334367121785,vfci,neg,6,50
productivity,-0.0314062547728534,vfci,neg,6,50
TFP,0.228528833784447,vfci,neg,6,50
vfci,-0.177522262397089,vfci,neg,6,50
output,-0.0314219789863077,unemployment,pos,6,50
investment,0.0921422053382765,unemployment,pos,6,50
consumption,-0.0627250518466863,unemployment,pos,6,50
hours_worked,-0.241173406100845,unemployment,pos,6,50
unemployment,0.0476889503506656,unemployment,pos,6,50
labor_share,-0.198394253192762,unemployment,pos,6,50
interest,-0.143813912158282,unemployment,pos,6,50
inflation,-0.0161096283201958,unemployment,pos,6,50
productivity,0.0561170842441455,unemployment,pos,6,50
TFP,0.262206130941266,unemployment,pos,6,50
vfci,-0.0827997523501196,unemployment,pos,6,50
output,0.141812228749233,vfci,pos,6,50
investment,0.433544962295625,vfci,pos,6,50
consumption,0.107105086720789,vfci,pos,6,50
hours_worked,0.211233162716467,vfci,pos,6,50
unemployment,-0.0620252350052842,vfci,pos,6,50
labor_share,-0.0300406504991446,vfci,pos,6,50
interest,0.133961638027424,vfci,pos,6,50
inflation,0.0239334367121785,vfci,pos,6,50
productivity,0.0314062547728534,vfci,pos,6,50
TFP,-0.228528833784447,vfci,pos,6,50
vfci,0.177522262397089,vfci,pos,6,50
output,0.016748559453071,unemployment,neg,8,50
investment,-0.14049134371207,unemployment,neg,8,50
consumption,0.0554554142135513,unemployment,neg,8,50
